,Human A13,Human A14,Human A19,Human A1C,Human A23,Human A25,Human A29-A30,Human A32,Human A35-A36,Human A35r,Human A38,Human A40,Human A43,Human A44-A45,Human A46,Human A5-A7,Human ACC,Human ANC,Human AON,Human BL,Human BM,Human BNST,Human CA1,Human CA1-2R,Human CA1C-CA3C,Human CA1R-CA2R-CA3R,Human CA1U-CA2U-CA3U,Human CA2U-CA3U,Human CA3R,Human CA4C-DGC,Human CBL,Human CBV,Human CEN,Human CM,Human CM-Pf,Human CMN,Human CaB,Human CbDN,Human Cla,Human CoA,Human DGR-CA4,Human DGR-CA4Rpy,Human DGU-CA4Upy,Human DTg,Human ETH,Human FI,Human GPe,Human GPi,Human HTHma,Human HTHma-HTHtub,Human HTHpo,Human HTHpo-HTHso,Human HTHso,Human HTHso-HTHtub,Human HTHtub,Human IC,Human IO,Human ITG,Human Idg,Human Ig,Human LEC,Human LG,Human LP,Human LP-VPL,Human La,Human M1C,Human MD,Human MD-Re,Human MEC,Human MG,Human MN,Human MTG,Human MoAN,Human MoRF-MoEN,Human MoSR,Human NAC,Human PAG,Human PAG-DR,Human PB,Human PN,Human PTR,Human Pir,Human PnAN,Human PnEN,Human PnRF,Human Pro,Human Pu,Human Pul,Human RN,Human S1C,Human SC,Human SEP,Human SI,Human SN,Human SN-RN,Human STG,Human STH,Human SpC,Human Sub,Human TF,Human TH-TL,Human V1C,Human V2,Human VA,Human VLN,Human VPL
Cluster179,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,125,30,3383,1047,353,44,13,1610,0,0,0,0,0,2,0,0,0,0,6,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,0,0,0,0,0,0
Cluster180,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11064,282,74,6,6,2413,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Cluster181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,14,1832,1667,1011,969,11,159,0,0,0,0,0,0,0,0,0,0,3,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,2901,2083,476,956,9,347,0,0,0,0,0,0,0,0,0,0,3,3,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Cluster183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1574,372,531,1798,1201,2162,5,44,0,0,0,0,0,0,0,0,0,0,7,0,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0
Cluster184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,967,256,725,481,3501,539,203,199,0,0,0,0,0,1,0,0,0,0,2,15,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Cluster185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,241,11,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0
Cluster186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,853,1182,480,1218,980,1066,0,0,0,0,0,0,0,8,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
Cluster187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2041,591,224,580,1019,769,0,1,0,0,0,0,0,364,0,0,0,0,0,7,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
Cluster188,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,431,3,28,23,458,11,4,8,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,1,0,0,0,0,0
Cluster189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,2,7,107,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,231,15,0,0,0,0,0,0,0,0,0,0,6,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster191,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,1,4,4,203,203,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster192,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,22,0,11,22,1302,0,0,0,0,0,0,0,0,0,0,15,62,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster193,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,168,1,0,0,57,1033,0,0,0,0,0,0,0,0,0,0,1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,496,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster195,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,3,0,1,104,1882,0,0,0,0,0,0,0,0,0,0,7,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,752,0,0,0,0,0,0,0,0,0,0,41,536,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,1,15,459,86,0,0,0,0,0,0,0,0,0,0,141,1191,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Cluster198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,1,188,0,0,0,0,0,0,0,0,0,0,64,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
Cluster199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,229,0,0,8,686,0,0,0,0,0,0,0,0,0,0,0,306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,230,264,81,103,216,13769,0,0,0,0,0,0,0,0,0,0,652,4207,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,20,0,0,0,0,962,0,0,0,0,0,0,0
Cluster201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,57,350,152,396,465,1435,0,0,0,0,0,0,0,0,0,0,6525,2782,6510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0
Cluster202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,110,158,725,130,81,1059,0,0,0,0,0,0,0,0,0,0,1167,1142,3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,119,0,0,0,0,5,0,0,0,0,0,0,0
Cluster204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,3002,3,0,16,2118,0,0,0,0,0,0,0,0,0,0,0,3619,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Cluster205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,18,1013,2,142,20,0,0,0,0,0,0,0,0,0,0,42,34,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,2,0,0,0,0,0,0,0
Cluster206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,345,0,0,0,0,0,0,0,212,0,0,33,0,0,1,5810,0,120,0,0,3,0,0,0,0,1183,31,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,11130,5,0,0,0,230,38,0,0,1,0,0,0,0,0,0,0,836,0,0
Cluster208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,462,0,0,735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4102,0,6,0,0,1,0,0,0,0,1642,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799,0,0,0,0,2,0,0,0,0,0,1306,1,0,0,0,547,391,0,0,0,0,0,0,0,0,0,0,163,1,0
Cluster209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8892,0,16,0,0,2,0,0,0,0,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,376,3,0,0,0,0,0,0,0,0,0,0,332,1,0
Cluster210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1304,0,66,0,0,0,0,0,0,0,461,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8245,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,196,0,0
Cluster211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,380,0,0,569,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2431,0,67,0,0,2,0,0,0,0,886,5,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,559,513,0,0,0,0,0,0,0,0,0,0,290,3,0
Cluster212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,243,0,0,242,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1744,0,107,0,0,1,0,0,0,2,952,5,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,1531,1,0,0,0,384,222,0,0,1,0,0,0,0,0,0,0,153,1,0
Cluster213,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1627,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1931,0,0,0,348,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,481,4160,0,0,0,0,0,0,0,0,0,0,1,0,0
Cluster214,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,1861,1,8,2074,0,0,0,0,0,0,0,0,0,0,66,0,0,42,4,0,2,0,0,0,0,0,0,0,884,4,0,0,1110,82,62,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2203,0,0,0,0,0,3,0,0,0,0,56,0,0,0,0,205,5313,0,0,0,0,0,0,0,0,0,0,7,0,0
Cluster215,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,587,0,0,1475,0,0,0,1,0,0,0,0,0,0,56,0,0,0,983,0,0,0,0,0,0,0,0,1,2811,24,0,0,25,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7287,0,0,0,0,0,2,0,0,0,0,848,0,0,0,0,793,1415,0,0,0,0,0,0,0,0,0,0,322,2,0
Cluster216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,747,2,1,1112,0,0,0,0,0,0,0,0,0,0,186,0,0,179,1,0,1,3,0,0,0,0,0,0,101,1,0,0,922,90,37,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,110,0,0,0,0,0,19,0,0,0,0,9,0,0,0,0,2,2113,0,0,0,0,0,0,0,0,0,0,52,0,0
Cluster217,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,132,110,25,66,1537,29,0,0,1,1,0,0,0,0,0,2644,0,0,511,12,0,0,7,0,4,0,0,0,4,152,8,0,0,261,269,8,2,0,0,0,0,0,0,0,1,2,0,253,4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,68,0,0,0,0,20,0,0,0,0,10,893,0,0,0,0,0,0,0,0,0,0,136,5,0
Cluster218,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,33,458,1,3,1312,1,0,0,0,0,0,0,0,0,0,100,0,0,76,4,0,9,1,0,0,0,0,0,1,390,8,0,0,1089,132,22,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,7,0,0,0,0,26,0,0,0,0,14,2554,1,0,0,0,0,0,0,0,0,0,47,0,0
Cluster219,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,1,185,493,6,12,1932,0,0,0,0,0,0,0,0,0,0,81,0,0,653,0,0,17,65,0,0,0,0,0,52,16,0,0,0,1132,170,249,2,0,0,0,0,6,1,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,422,0,0,0,0,8,0,0,0,0,15,2584,0,0,0,0,0,0,0,0,0,0,110,0,0
Cluster220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
Cluster221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,165,0,1,162,0,0,0,0,0,0,0,7,0,0,29,0,0,38,310,1,29,0,0,3,0,0,0,0,302,7,0,0,78,3,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,1,2,0,0,0,0,421,0,0,0,0,47,509,0,0,0,0,0,0,0,0,0,0,34,0,0
Cluster222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,35,0,0,0,1,0,0,0,28,0,0,1,0,0,0,801,0,26,0,0,0,0,0,0,0,287,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,1,0,0,0,0,1093,0,0,0,0,82,21,0,0,0,0,0,0,0,0,0,0,52,0,0
Cluster223,4,0,0,1,0,2,0,0,0,0,0,1,2,1,2,1,3,5,25,0,0,215,0,0,0,2,0,0,0,19,0,0,15,0,0,14,711,0,102,5,0,1,0,0,0,5,147,4,0,0,1,9,2,0,0,0,0,0,6,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,2,0,0,0,0,117,0,0,0,0,275,58,0,0,1,0,0,0,0,0,0,0,209,1,0
Cluster224,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,341,0,0,559,0,0,0,0,0,0,0,0,0,0,7,0,0,14,4,0,0,3,0,0,0,0,0,2,463,1,0,0,285,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,144,1281,0,0,0,0,0,0,0,0,0,0,6,1,0
Cluster225,5,3,0,2,0,1,0,0,1,0,0,0,4,1,0,0,1,25,108,6,2,324,0,0,0,0,0,0,0,0,0,0,275,0,0,184,29,0,108,16,0,0,0,0,0,42,76,1,0,0,38,48,13,0,0,0,0,0,9,0,1,0,1,0,276,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,57,0,0,0,0,39,0,0,0,0,55,348,0,0,0,0,0,0,0,0,0,0,89,0,0
Cluster226,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,42,636,4,6,939,0,0,0,0,0,0,0,0,0,0,240,0,0,719,2,0,23,26,0,0,0,0,0,8,103,1,0,0,854,109,179,2,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,84,0,0,0,0,46,0,0,0,0,27,1517,0,0,0,0,0,0,0,0,0,0,37,3,0
Cluster227,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,3,0,18,43,0,0,0,0,0,0,0,0,0,0,49,0,0,79,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster228,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,53,2,440,564,50,16,0,0,0,2,0,0,0,0,0,519,0,0,303,0,0,2,6,0,0,0,0,0,2,3,0,0,0,9,29,1,0,0,0,0,0,0,0,7,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Cluster229,0,0,0,0,0,6,0,0,29,0,0,0,0,0,0,0,0,9,46,18,77,28,0,0,0,0,0,0,0,0,0,0,403,0,0,330,2,0,239,43,0,0,0,0,0,4,45,0,0,0,24,2,30,1,0,0,0,0,0,0,2,0,0,0,143,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,119,0,0,0,0,169,0,0,0,0,8,66,0,0,0,0,0,0,0,0,0,0,4,2,0
Cluster230,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,1,38,261,22,24,497,1,0,0,0,1,0,0,0,0,0,176,0,0,402,0,0,5,84,0,0,0,0,0,3,52,2,0,0,301,44,77,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,1,0,0,0,0,0,0,91,0,0,0,0,0,206,0,0,0,0,14,0,0,0,0,17,656,0,0,0,0,0,0,0,0,0,0,32,4,0
Cluster231,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,60,112,124,161,172,2,0,0,0,2,0,0,0,0,0,304,0,0,378,1,0,4,35,0,0,0,0,0,0,53,0,0,0,59,36,32,0,0,0,0,0,0,0,1,0,0,0,255,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,129,0,0,0,0,31,0,0,0,0,10,276,1,0,0,0,0,0,0,0,0,0,31,4,0
Cluster232,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,29,306,15,4,603,0,0,0,0,0,0,0,0,0,0,47,0,0,352,0,0,1,74,0,0,0,0,0,1,31,0,0,0,626,74,70,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,217,0,0,0,0,3,0,0,0,0,12,945,0,0,0,0,0,0,0,0,0,0,24,2,0
Cluster233,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,262,9,191,209,401,28,0,0,0,13,0,0,0,0,0,540,0,0,222,0,0,3,11,0,0,0,0,0,3,13,0,0,0,80,99,2,1,0,0,0,0,1,0,0,0,1,0,732,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0,14,116,0,0,0,0,0,0,0,0,0,0,32,3,0
Cluster234,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,158,2,165,936,170,37,0,0,0,2,0,0,0,0,0,534,0,0,459,0,0,0,0,0,0,0,0,0,0,2,1,0,0,14,50,0,0,0,0,0,0,0,0,1,1,0,0,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,15,0,0
Cluster235,31,16,10,24,33,35,43,14,45,0,35,16,31,31,17,13,52,48,99,171,55,214,32,21,34,63,69,12,10,20,0,0,267,0,2,197,78,0,111,23,0,1,3,0,0,93,89,3,0,1,63,49,22,5,0,0,0,12,38,22,79,0,0,0,170,84,1,0,67,1,1,65,0,0,0,99,0,0,0,0,0,96,0,0,0,9,221,1,0,50,0,72,296,1,0,9,0,0,84,21,13,10,10,16,1,0
Cluster236,0,0,0,0,0,3,1,0,65,0,2,0,1,0,0,0,2,5,39,147,77,9,211,126,743,370,499,77,41,275,0,0,70,0,0,326,0,0,2,39,1,24,108,0,0,2,1,0,0,2,0,2,23,0,6,0,0,0,4,0,318,0,0,0,42,11,0,0,121,0,0,1,0,0,0,0,0,0,0,0,1,326,0,0,0,0,0,1,0,0,1,4,10,1,0,0,0,0,157,0,6,0,0,0,0,0
Cluster237,3,6,0,0,1,23,4,1,105,0,2,0,0,2,1,0,7,74,45,358,189,77,15,2,1,1,9,1,4,2,0,0,192,0,0,310,5,0,21,33,0,1,0,0,0,31,15,0,1,1,40,74,40,5,10,0,0,0,8,0,36,0,0,0,124,10,0,0,82,0,1,5,0,0,0,40,0,0,0,0,0,79,0,0,0,0,11,0,0,0,0,13,82,5,1,0,0,0,20,0,0,0,0,5,0,0
Cluster238,0,0,0,3,0,2,4,0,23,0,13,1,1,2,0,2,1,70,221,431,45,763,8,0,0,0,15,0,0,32,0,0,199,0,5,87,1193,0,69,23,0,1,0,0,0,14,379,11,1,2,160,89,20,2,0,0,0,8,5,6,59,3,24,2,575,18,8,0,80,0,1,9,0,0,0,971,0,0,0,0,1,40,0,0,0,0,478,8,0,3,1,438,828,6,2,2,3,0,7,1,1,0,0,154,13,4
